description_id,user_id,description_input,description_output_grid_size,description_output,is_verified,confidence,num_verification_attempts,num_actions,num_actions,generation,user_num_prior_description_experiences,user_num_prior_build_experiences,description_synthesis_time,verification_time
551bbc61-3e3c-4050-98c5-50f8f0e697bf,24838c9b-4dda-4580-bb99-326fd3a8bf55,"In the input, you should see...nothing black color grid",The output grid size...not change,"To make the output, you have to...not changed grid",False,,3,76.0,76.0,3.0,3,7,107,100
6b155150-b10f-4864-a702-c37cf0edb490,e393a9fb-b398-47c3-ba48-06eb30f956f3,"In the input, you should see...executive",The output grid size...assume,"To make the output, you have to...share",True,10,1,67.0,67.0,0.0,6,2,51,727
7a3e8f31-f70e-4a3b-9ef2-f68bb0bcd3bb,e800aec3-0eb9-41ef-a4d7-b0ce43f1951e,"In the input, you should see...a pattern with black blocks in some spaces",The output grid size...is the same,"To make the output, you have to...follow the pattern and fill in the black blocks so the whole grid is the patterns",True,7,1,72.0,72.0,7.0,0,8,225,781
805a1d78-0b65-45ff-a2e5-276bebaa7c21,d7219e90-f249-4011-a2ca-e66a0e224ffe,"In the input, you should see...a colored pattern with black patterns",The output grid size... Same as input,"To make the output, you have to...replace black pattern with colored to match the main pattern.",False,,3,70.0,70.0,1.0,4,3,83,519
b5db5b19-6164-47a3-8d2a-0ddc85d24267,22d2ec70-5aca-4831-8203-7f71439abcfe,"In the input, you should see...a background pattern that is not black.",The output grid size...remains the same,"To make the output, you have to...change all of the black areas to the colors in the background and match the background pattern.",True,8,1,102.0,102.0,6.0,0,4,378,714
0ce1af18-8d73-4450-a514-8eadc194305b,dbe78851-53bb-484a-be27-06fd2778c4ba,"In the input, you should see...same pattern",The output grid size...same pattern,"To make the output, you have to...same pattern",True,5,3,22.0,22.0,1.0,5,2,125,44
759ae5c8-e3d2-4a59-ae6e-06545f22dd3b,c5f8851e-16b8-4133-a41c-2f793dacfa56,"In the input, you should see...a 10x10 grid with different areas colored. One of those areas includes a grey square.",The output grid size...is 3x3,"To make the output, you have to...repeat the colored area that includes a grey square, but do not include the gray square.",True,10,1,6.0,6.0,0.0,1,1,294,33
9f8aab0b-6dc0-4b62-b504-e2d1ca03a6db,423dca2d-4388-419c-b9ff-6dfdd7f29f36,"In the input, you should see... a same grid with different areas colored. One of those areas includes a grey square.",The output grid size... is 3x3 grid.,"To make the output, you have to... repeat the colored area that includes a grey square, but don't include the grey square.",True,10,1,6.0,6.0,2.0,3,3,225,22
daab72f9-1c74-42cf-a5e3-f1adeebee86f,dbe78851-53bb-484a-be27-06fd2778c4ba,"In the input, you should see...same pattern",The output grid size...same pattern,"To make the output, you have to...same pattern",True,10,1,6.0,6.0,3.0,6,2,125,14
9426dd3c-1819-4246-b007-9fd8d340e4b4,0e487a2e-432c-4cff-ba6a-ab5b417194d5,"In the input, you should see...a green cube consisting of four green squares in the middle, surrounded by either one, two, three, or four red square designs on a black tile background.",The output grid size...is similar.,"To make the output, you have to...use the same red design to create a symmetrical design surrounding the green cube. The red design should hit all four corners, the same as the first (second or third) design. If there are already four designs present, then simply copy the entire grid and do not change anything.",True,5,1,43.0,43.0,0.0,3,0,369,106
fe8bea1c-d255-433e-8e7f-1c151b3b6a98,47465cd2-1015-4133-901a-17d56be060cc,"In the input, you should see...a design pattern",The output grid size... is similar,"To make the output, you have to...correlate the design until you have a pattern on all 4 corners of the cube",True,10,1,26.0,26.0,1.0,5,0,146,61
c734966d-485a-48d1-bd40-c39861f27f65,4af22e5b-89a8-4c45-88eb-8c7863b742e4,"In the input, you should see... a black shape with two colored lines on one end",The output grid size... is the same as the input grid,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",True,6,1,17.0,17.0,1.0,6,1,100,69
f15dd95d-1f40-499a-a955-273cdf175ae1,51ebead2-18dc-4a9c-b3c1-d9723a0fdf4a,"In the input, you should see... a pattern of two colors on the top of the grid.",The output grid size... is the same as the input grid.,"To make the output, you have to... mirror the top pattern below.",True,8,1,29.0,29.0,0.0,2,2,97,44
7089490b-b2c6-43dc-9451-c6888113b661,1c77eb79-3a22-42f9-8933-7054b014f23c,"In the input, you should see...the grid size. The input grid size is the center size for output grid.","The output grid size...should be input size with one more grid is 3x3 change into 5x5 , 2x2 change into 4x4 like 2x3 change into 4x5","To make the output, you have to...make input pattern as center for output and colors should be same. The adjacent colors are also same .  all four corner colors should be black",True,5,2,30.0,30.0,0.0,0,0,744,244
c97dda24-eeb7-47ed-84c9-ae21a3ac660f,7af830cb-f786-4844-ab9d-01506061abc2,"In the input, you should see...colored blocks",The output grid size...add two blocks to height and width.,"To make the output, you have to...use the color from the input corner to make 4x4 blocks of the same colors in the corresponding corner of the output. Use colors in the middle outside blocks of the input grid to create 1x2 or 2x1 blocks in the corresponding middle outside space in the output. Black out each corner block of the output grid. If the output is not even in its number of blocks in height and width, black out the center of the grid.",True,9,1,26.0,26.0,1.0,1,1,901,61
302487a6-47c2-466a-a162-6ffacb7d4197,29eda9d0-baff-4eca-ad5a-11dc7d788ddc,"In the input, you should see...areas of 3 or 4 colors.","The output grid size...correspond with the vertical or horizontal orientation and the number of colors. For example, if there are 3 colors and they are separated horizontally, then the output would be a horizonal bar with 3 squares.","To make the output, you have to...Take the first color, vertically or horizontally, then fill that color in the corresponding square in the output. Then the second and third...",True,7,1,6.0,6.0,0.0,3,3,360,41
7bf6f23d-1de8-46a1-83d2-d03d6605f873,414559fe-4800-4b63-930b-ef80fedef274,"In the input, you should see...horizontal or vertical areas of different colors.",The output grid size...is one block for each different color either from left to right or top to bottom depending on how the colors change.,"To make the output, you have to...fill each block left to right or top to bottom with each new color",True,7,1,8.0,8.0,2.0,0,0,433,64
e00bfb6f-4df6-4db7-b09a-d88e42fe517a,ec960c27-0e0f-4f2d-ac62-1d8c752014d3,"In the input, you should see...This is 1x3 input grid.",The output grid size...This is 3x1 size change.,"To make the output, you have to...This is 4x1 output grid.",False,,3,18.0,18.0,1.0,0,0,151,120
0ae00ce0-9e25-4190-9deb-88d306cba7ae,7544836c-6f6c-491b-8d1d-9fd0a7b5f67c,"In the input, you should see...grid of 3x4 with 2 colors.",The output grid size...changes to 4x6,"To make the output, you have to...copy the pattern as you see it on the bottom half of the grid into 3x4.  Once done, flip the pattern up to the top half of the 3x4 grid.",True,10,1,32.0,32.0,2.0,4,4,475,73
1869b31f-82a0-4d55-8e28-fd4ba325bd2e,dc31d1dc-4f42-450d-bd0d-916339781f54,"In the input, you should see...black squares",The output grid size... 4 into 6,"To make the output, you have to...create input in this size",False,,3,45.0,45.0,0.0,0,5,124,190
e6a21358-7778-49ab-a6b0-873ca8e9a62a,34d0d5e4-99b5-4cd7-888a-808b4b33f294,"In the input, you should see...two different colors of blocks.",The output grid size...should be 6x4.,"To make the output, you have to...you should use the input grid blocks and also mirror them to complete the output grid.",True,8,1,15.0,15.0,1.0,9,0,99,43
422af3dc-2465-4a5d-b832-cf7ffe07991f,33ca3bf6-5afd-4b78-b1fe-f6dfb1ac51fd,"In the input, you should see...make it complete",The output grid size...12x12 grid has to be such.,"To make the output, you have to...make it complete",False,,3,113.0,113.0,2.0,4,1,76,478
708715e0-04ae-4ba1-abc2-9b5ca639b2e7,48bacc27-5aef-46c6-9db1-e5a8198d8e64,"In the input, you should see...a colored x shape with another colored shape at one of its corners.",The output grid size...is the same as the input.,"To make the output, you have to...mirror the shape at the corner of the x to the other corners of the x so that the x is surrounded by the corner shape.",True,8,1,29.0,29.0,3.0,0,4,285,84
76811b05-a1b2-426d-952c-398472f67fe1,c5aa3379-69d2-49e8-a197-47cc809c59e0,"In the input, you should see...its like shapes",The output grid size....its changes the small to big size,"To make the output, you have to....yes  I want to create the grid",False,,3,27.0,27.0,0.0,1,2,232,160
9d9f0a6e-57a1-492a-a893-f38a1f8c1fd7,29afd5bd-cffb-4688-a5b6-4954f87a7f1a,"In the input, you should see...a cube shaped x with a separate color shape extending diagonally from one corner.",The output grid size... is the same grid as the input.,"To make the output, you have to... add shapes to the remaining 3 corners of the cube shaped x. Mirror the separate shape and add it diagonally to adjacent corners of the cube shaped x. That should give you three corners with extending shapes. For the caddy corner, or furthest corner, or last blank corner, rotate the separate shape 180 degrees and add it diagonally to the cube shaped x. You should end up with a pattern that is identical when slicing in half vertically or horizontally, but not when slicing in half diagonally.",True,8,1,30.0,30.0,4.0,0,1,772,102
b3473b00-3400-4239-88ed-75508f9b7f14,de16adcb-eed7-4a1b-983b-f25fd2bc400f,"In the input, you should see...Edge and center design to use whole the grid.",The output grid size...Edge and center design to use whole the grid.,"To make the output, you have to...Edge and center design to use whole the grid.",False,,3,60.0,60.0,1.0,2,1,95,388
45d1242c-bc1a-4b63-a0bb-e4700cac30c7,ed6ef52f-3df9-4412-a775-835e0d43673b,"In the input, you should see... grey and red shapes on black field",The output grid size... same as the input field,"To make the output, you have to... imagine that each red shape is 5 cell wide line and 5 cell tall lines. Fill in each of the missing red cell of the shape with light blue to complete the 5x5 shapes.",True,5,1,21.0,21.0,2.0,3,6,292,50
da277829-40ed-4985-8550-dafe02198cef,f76c6f9e-df53-49be-9891-a755572c0f97,"In the input, you should see....red units on a black and gray background the red units will be used to form crosses",The output grid size...is the same size,"To make the output, you have to...fill in gray units in the area that have red units with red blocks to make crosses with 5 vertical and 5 horizontal units that make up each of the crosses",False,,3,44.0,44.0,0.0,1,0,762,203
